Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
185,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,2,0,0,26,18,1,36,52,36,0,0,0,201,36,29,55.4
186,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,4,1,0,9,7,0,0,33,8,0,0,0,99,22,13,62.9
187,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35,10,1,0,50,63,4,84,58,15,0,3,0,296,37,38,49.3
188,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,5,2,0,0,13,10,1,16,4,12,0,1,0,51,7,10,41.2
189,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,33.3
190,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,31,1990,5.1,1,0,0,5,6,0,7,12,0,0,0,1,30,7,5,58.3
191,Jonathan Bamba,fr FRA,MFFW,Lille,fr Ligue 1,25,1996,27,3,0,0,13,62,14,53,46,19,0,0,0,179,22,31,41.5
192,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,2,0,0,7,8,5,4,3,2,0,0,0,19,5,15,25
193,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,21.7,10,0,0,57,21,5,50,26,26,0,1,0,178,16,35,31.4
194,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,13.5,1,0,0,13,22,0,0,37,11,0,0,0,148,66,27,71
195,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,0,0,0,3,8,0,0,0,2,0,0,0,6,6,3,66.7
196,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,2,1,1,7,15,1,5,21,4,0,0,0,83,11,22,33.3
197,Antonín Barák,cz CZE,FWMF,Hellas Verona,it Serie A,26,1994,26,4,0,0,31,23,3,17,14,17,1,0,0,188,53,80,39.8
198,Barbero,es ESP,MFFW,Osasuna,es La Liga,22,1998,0.2,0,0,0,2,1,0,1,0,1,0,0,0,3,2,5,28.6
199,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1,0,0,0,0,0,0,0,4,0,0,0,0,7,6,4,60
200,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,0,0,0,0,0,0,0,2,0,0,0,0,11,1,2,33.3
201,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,18,2002,2.9,0,0,0,5,0,1,8,5,5,0,0,0,23,6,3,66.7
202,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,3,0,0,24,31,1,72,77,46,0,0,0,268,37,35,51.4
203,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,3,0,0,38,46,4,38,18,15,0,1,0,128,6,14,30
204,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,
205,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,9,0,0,28,32,0,7,30,20,1,0,0,164,21,31,40.4
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,32.4,9,0,0,34,59,4,67,34,33,1,0,0,308,22,33,40
207,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,24,1997,9.6,2,0,0,20,27,0,40,16,7,0,0,0,69,13,14,48.1
208,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,27,1993,2,0,0,0,2,7,0,1,2,1,0,0,0,12,6,2,75
209,Aymen Barkok,ma MAR,MFFW,Eint Frankfurt,de Bundesliga,23,1998,1.8,0,0,0,5,1,0,0,3,3,0,0,0,21,6,2,75
210,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,9,4,0,0,24,14,9,4,6,10,0,1,0,46,41,76,35
211,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,23,1997,23.3,2,0,0,22,27,10,40,10,13,0,0,0,131,25,48,34.2
212,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,11.3,5,0,0,21,18,0,17,22,10,0,2,0,65,9,2,81.8
213,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,3,0,0,44,34,0,7,38,35,2,0,0,173,27,35,43.5
214,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,19,2001,6.1,0,0,0,10,20,1,8,7,15,0,0,0,36,4,7,36.4
215,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,1,0,0,13,9,1,27,28,16,0,0,1,171,20,32,38.5
216,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,22,1998,23.7,0,0,0,11,27,6,53,15,12,0,0,0,117,24,48,33.3
217,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,2,0,0,8,4,0,6,6,3,0,0,0,28,6,2,75
218,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,22.1,5,0,0,22,19,0,0,43,20,0,0,0,206,79,37,68.1
219,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,0,0,0,4,4,1,3,3,0,0,0,0,24,1,9,10
220,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,1,0,0,4,3,0,5,2,3,0,0,0,33,0,5,0
221,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,3,0,0,14,9,0,10,9,8,0,0,0,71,10,10,50
222,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,0,0,0,6,2,0,7,3,3,0,0,0,13,0,1,0
223,Amine Bassi,fr FRA,MF,Metz,fr Ligue 1,23,1997,2,0,0,0,4,4,0,5,4,4,0,0,0,14,1,4,20
224,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,1,0,0,1,0,0,0,4,2,0,0,0,13,1,7,12.5
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,4,0,0,36,34,0,21,38,35,0,1,0,239,62,36,63.3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,24,1996,25.4,5,1,0,43,41,1,59,57,36,0,0,0,224,27,19,58.7
227,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,0,0,0,2,1,0,0,5,0,0,0,0,17,1,2,33.3
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,4,0,0,34,25,0,0,20,30,0,1,0,153,36,29,55.4
229,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,5,0,0,30,12,1,0,46,25,0,1,1,158,65,43,60.2
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33,1,0,0,0,4,0,0,0,0,0,0,0,221,0,0,
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,5,0,0,30,14,0,12,44,37,0,0,2,257,83,57,59.3
232,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,33,1988,1,1,0,0,2,0,0,1,2,3,0,0,0,13,2,2,50
233,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,21,1999,21,5,0,0,35,31,1,28,21,26,0,0,0,161,47,59,44.3
234,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,26,1995,0.5,0,0,0,1,1,1,0,1,0,0,0,0,2,1,1,50
235,Mohamed Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,1,0,0,21,6,14,9,10,8,0,0,0,95,46,70,39.7
236,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,33,1988,0.1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,100
237,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,de Bundesliga,24,1996,2.7,1,0,0,7,3,0,10,6,4,0,0,0,18,7,18,28
238,Bebé,cv CPV,FWMF,Rayo Vallecano,es La Liga,31,1990,9.6,2,0,0,12,19,6,46,8,5,1,0,0,66,14,16,46.7
239,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,de Bundesliga,27,1994,23.2,0,0,0,33,23,11,47,11,18,0,0,0,107,46,86,34.8
240,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,1996,34.8,10,0,0,68,49,4,12,59,72,0,1,0,268,73,38,65.8
241,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,1999,9.3,3,0,0,9,4,0,19,9,7,0,1,0,99,14,10,58.3
242,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,19.5,4,0,0,28,31,9,102,10,9,0,0,0,137,12,68,15
243,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,1996,29.2,10,0,0,38,17,1,6,95,21,0,1,1,324,114,60,65.5
244,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,1997,5.4,1,0,0,11,1,0,6,9,9,0,0,0,63,6,3,66.7
245,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,1997,0.8,0,0,0,4,2,0,0,2,3,0,0,0,11,3,3,50
246,Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,1987,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
247,Valon Behrami,ch SUI,MF,Genoa,it Serie A,36,1985,3.5,3,0,0,8,5,0,3,5,3,0,0,0,21,0,9,0
248,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,30,1991,5.5,1,0,0,14,5,1,3,6,3,1,0,0,36,53,48,52.5
249,Youcef Belaïli,dz ALG,MFFW,Brest,fr Ligue 1,29,1992,9.2,2,0,0,13,22,2,19,9,2,0,1,0,46,5,17,22.7
250,Vid Belec,si SVN,GK,Salernitana,it Serie A,31,1990,21.5,1,0,0,1,1,0,0,0,0,0,1,0,81,0,0,
251,Ishak Belfodil,dz ALG,FW,Hertha BSC,de Bundesliga,29,1992,18.2,1,0,0,22,12,26,18,6,6,1,0,0,62,49,60,45
252,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,27,1994,25.7,2,0,0,39,43,0,11,50,32,0,0,0,233,30,16,65.2
253,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,29,1991,31.8,9,0,0,52,5,6,11,66,34,0,1,1,378,137,56,71
254,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,19,2001,19.6,5,0,0,28,31,3,2,64,24,0,0,2,173,58,20,74.4
255,Raoul Bellanova,it ITA,DF,Cagliari,it Serie A,21,2000,27.7,3,0,0,14,36,2,84,44,17,0,1,0,166,23,34,40.4
256,Karim Bellarabi,de GER,FWDF,Leverkusen,de Bundesliga,31,1990,7.6,2,0,0,22,8,1,20,8,9,2,0,0,38,2,3,40
257,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23,1998,25.9,5,0,0,46,76,0,29,39,52,0,0,0,248,19,24,44.2
258,Héctor Bellerín,es ESP,DF,Betis,es La Liga,26,1995,22,2,1,0,25,12,2,36,23,19,0,0,1,166,34,19,64.2
259,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18,2003,31,9,0,0,44,102,5,17,44,40,0,0,0,244,40,51,44
260,George Bello,us USA,DF,Arminia,de Bundesliga,19,2002,4.8,0,0,0,3,7,1,6,9,6,0,0,1,36,3,9,25
261,Jeanuel Belocian,fr FRA,DF,Rennes,fr Ligue 1,16,2005,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
262,Andrea Belotti,it ITA,FW,Torino,it Serie A,27,1993,15.2,1,0,0,28,62,16,10,7,7,1,0,0,54,65,90,41.9
263,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,22,1999,28.9,4,0,0,22,30,0,9,54,49,0,0,0,331,23,49,31.9
264,Hatem Ben Arfa,fr FRA,FWMF,Lille,fr Ligue 1,34,1987,3.5,1,0,0,7,4,2,6,1,2,0,0,0,17,0,7,0
265,Salim Ben Seghir,fr FRA,FW,Marseille,fr Ligue 1,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,30,1990,28.1,3,0,0,22,24,23,24,6,14,1,0,0,112,23,64,26.4
267,Marco Benassi,it ITA,MF,Empoli,it Serie A,26,1994,4.2,1,0,0,6,4,0,9,3,3,0,0,0,29,8,14,36.4
268,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,26,1994,1.8,1,0,0,4,0,0,1,4,3,0,0,0,14,3,4,42.9
269,Darío Benedetto,ar ARG,FW,Elche,es La Liga,31,1990,6.6,1,0,0,5,8,3,6,2,0,0,0,0,18,11,12,47.8
270,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31,1990,0.6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,66.7
271,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,23,1997,2.7,0,0,0,1,11,0,5,0,4,0,0,0,29,6,1,85.7
272,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,28,1993,37,2,0,0,0,7,0,0,0,0,0,0,0,169,0,0,
273,Iker Benito,es ESP,MFFW,Osasuna,es La Liga,18,2002,1.3,1,0,0,2,3,0,2,0,1,0,0,0,10,2,3,40
274,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,29,1992,0.7,0,0,0,1,0,0,0,2,0,0,0,0,7,0,0,
275,Pedro Benito,es ESP,FW,Cádiz,es La Liga,21,2000,0.3,0,0,0,3,0,0,0,0,0,0,0,0,1,3,3,50
276,Filip Benković,hr CRO,DFFW,Udinese,it Serie A,24,1997,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,100
277,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,23,1997,16.9,7,0,0,32,53,0,15,42,38,0,0,0,187,17,23,42.5
278,Keanan Bennetts,eng ENG,FWDF,M'Gladbach,de Bundesliga,22,1999,0.6,1,0,0,3,0,0,2,0,0,0,0,0,6,1,1,50
279,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,25,1995,24.1,0,0,0,11,22,9,64,12,23,0,0,0,167,15,22,40.5
280,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,26,1995,22.4,6,0,0,35,44,4,16,78,27,0,1,0,242,62,45,57.9
281,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,26,1994,16.8,4,0,0,31,16,0,7,29,35,0,0,0,165,21,12,63.6
282,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24,1997,15.1,5,0,0,29,19,0,10,18,15,0,0,0,133,25,15,62.5
283,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,24,1997,12.8,1,0,0,26,12,0,4,37,27,0,0,0,122,23,16,59
284,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,30,1990,12.7,3,0,0,17,17,10,2,1,2,0,0,0,45,88,61,59.1
285,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,33,1987,28.8,0,0,0,14,12,31,27,7,5,0,0,0,90,18,42,30
286,Alessandro Berardi,it ITA,GK,Hellas Verona,it Serie A,30,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
287,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,26,1994,31.3,9,0,0,63,83,11,51,51,19,2,0,0,207,24,24,50
288,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,31,1990,11.3,3,0,0,8,22,0,29,28,18,0,0,0,117,27,15,64.3
289,Álex Berenguer,es ESP,MFFW,Athletic Club,es La Liga,26,1995,24.1,8,0,0,55,51,14,73,24,31,0,0,0,158,50,67,42.7
290,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,29,1992,32.7,12,0,0,43,43,0,49,57,38,0,0,0,291,48,23,67.6
291,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,30,1990,12.2,2,0,0,17,16,3,42,17,9,0,0,0,96,21,16,56.8
292,Patrick Berg,no NOR,MF,Lens,fr Ligue 1,23,1997,3.4,0,0,0,5,1,0,2,8,7,0,0,0,40,4,3,57.1
293,Mitchell van Bergen,nl NED,FWMF,Reims,fr Ligue 1,21,1999,10.9,1,0,0,7,5,10,26,7,3,0,0,0,57,3,19,13.6
294,Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,23,1997,6.3,1,0,0,9,12,1,6,4,4,0,0,0,30,1,6,14.3
295,Etrit Berisha,al ALB,GK,Torino,it Serie A,32,1989,10,1,0,0,1,3,0,0,0,0,0,1,0,49,0,0,
296,Valon Berisha,xk KVX,MFFW,Reims,fr Ligue 1,28,1993,5.1,2,1,1,13,3,2,5,10,6,0,0,0,36,4,5,44.4
297,Federico Bernardeschi,it ITA,MFFW,Juventus,it Serie A,27,1994,16.4,5,0,0,20,30,4,33,11,13,0,0,0,107,7,18,28
298,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,24,1997,13,0,0,0,0,2,0,0,0,0,0,0,0,60,0,0,
299,Paul Bernardoni,fr FRA,GK,Saint-Étienne,fr Ligue 1,24,1997,19,0,0,0,0,4,0,0,0,0,0,0,0,119,0,0,
300,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,28,1993,10.6,2,0,0,4,10,1,16,11,15,0,0,0,55,5,10,33.3
301,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,23,1998,9.3,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,
302,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,31,1990,19.2,0,0,0,16,15,2,46,10,22,0,0,0,135,11,20,35.5
303,Nicolò Bertola,it ITA,MFDF,Spezia,it Serie A,18,2003,0.4,0,0,0,0,0,0,0,5,2,0,0,0,6,1,1,50
304,Ryan Bertrand,eng ENG,DF,Leicester City,eng Premier League,31,1989,3.7,1,0,0,5,1,0,1,3,4,0,0,0,17,3,5,37.5
305,Daniel Bessa,it ITA,MFFW,Hellas Verona,it Serie A,28,1993,8.5,5,1,1,23,13,2,11,10,11,0,0,0,93,11,13,45.8
306,Beto,gw GNB,FW,Udinese,it Serie A,23,1998,24.1,1,0,0,56,26,13,12,9,8,0,0,0,90,76,141,35
307,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,21,2000,15.4,5,0,0,17,19,0,5,26,21,0,1,0,128,23,25,47.9
308,Bartosz Bialek,pl POL,FW,Wolfsburg,de Bundesliga,19,2001,2,1,0,0,4,3,0,0,0,1,0,0,0,9,9,12,42.9
309,Giulian Biancone,fr FRA,DF,Troyes,fr Ligue 1,21,2000,25.5,10,0,0,38,32,3,72,73,42,0,2,0,217,53,38,58.2
310,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,31,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,Mads Bidstrup,dk DEN,MF,Brentford,eng Premier League,20,2001,0.5,0,0,0,1,0,0,0,1,2,0,0,0,6,0,0,
312,Pedro Bigas,es ESP,DF,Elche,es La Liga,30,1990,17.2,6,0,0,17,12,0,3,32,21,0,0,0,136,35,13,72.9
313,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,19,2001,13.3,2,0,0,20,17,6,5,6,11,0,0,0,63,52,62,45.6
314,Jean-Claude Billong,cm CMR,DF,Clermont Foot,fr Ligue 1,27,1993,10.9,2,0,0,9,9,0,2,17,14,0,0,0,91,29,11,72.5
315,Luis Binks,eng ENG,DF,Bologna,it Serie A,19,2001,7.2,3,0,0,7,8,0,0,21,5,0,0,0,75,22,19,53.7
316,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,28,1992,35,5,1,1,26,41,7,142,38,18,0,0,1,245,8,26,23.5
317,Davide Biraschi,it ITA,DF,Genoa,it Serie A,27,1994,10.3,4,0,0,12,12,0,8,14,18,0,0,0,87,24,15,61.5
318,Tom Bischof,de GER,MFFW,Hoffenheim,de Bundesliga,16,2005,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
319,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,24,1996,23.5,10,0,0,34,29,0,5,55,50,0,1,0,251,21,17,55.3
320,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,30,1991,38,1,0,0,0,4,0,0,1,0,0,0,0,217,0,0,
322,Bjarki Bjarkason,is ISL,FW,Venezia,it Serie A,21,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
323,Blanco,es ESP,MF,Real Madrid,es La Liga,21,2000,0.3,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,
324,Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,23,1997,32.9,10,0,0,45,60,4,25,39,25,1,0,0,209,22,43,33.8
325,Danny Blum,de GER,FWMF,Bochum,de Bundesliga,30,1991,3.8,0,0,0,3,3,0,18,5,1,0,0,0,34,18,10,64.3
326,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,20,2001,10.7,0,0,0,19,12,12,3,2,7,0,0,0,33,19,40,32.2
327,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,32,1988,18,6,0,0,17,2,0,3,34,15,0,0,0,144,18,11,62.1
328,Kevin-Prince Boateng,gh GHA,MFFW,Hertha BSC,de Bundesliga,34,1987,7.7,8,0,0,22,20,1,2,8,4,0,0,0,84,26,23,53.1
329,Antonin Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,25,1995,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,25
330,Herbert Bockhorn,de GER,DF,Bochum,de Bundesliga,26,1995,9.4,1,0,0,11,23,0,22,26,16,0,0,0,95,18,18,50
331,Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,27,1994,20,3,0,0,23,44,1,20,30,32,0,0,0,194,10,29,25.6
332,Jeremie Boga,ci CIV,FWMF,Atalanta,it Serie A,24,1997,8.5,0,0,0,2,20,3,16,4,6,0,0,0,63,5,6,45.5
333,Jeremie Boga,ci CIV,FWMF,Sassuolo,it Serie A,24,1997,7.4,0,0,0,1,12,2,14,3,3,1,0,0,40,1,5,16.7
334,Luka Bogdan,hr CRO,DF,Salernitana,it Serie A,25,1996,4.4,0,0,0,3,1,0,2,15,4,0,0,0,22,8,7,53.3
335,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,22,1999,7.8,5,0,0,16,15,1,7,19,8,0,0,0,87,8,18,30.8
336,Quentin Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,24,1997,10.6,3,0,0,14,11,0,15,10,14,0,0,0,92,8,19,29.6
337,Charles Boli,fr FRA,MF,Lens,fr Ligue 1,22,1998,0.4,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0
338,Willy Boly,ci CIV,DF,Wolves,eng Premier League,30,1991,10,1,0,0,9,2,1,0,19,22,0,1,0,102,26,22,54.2
339,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,31,1989,25.2,8,1,1,34,60,2,18,30,19,2,0,0,185,15,22,40.5
340,Federico Bonazzoli,it ITA,FWMF,Salernitana,it Serie A,24,1997,20.7,6,0,0,31,74,6,8,8,18,0,0,0,122,14,32,30.4
341,Tarsis Bonga,de GER,FW,Bochum,de Bundesliga,24,1997,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,66.7
342,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,25,1996,13.4,4,1,1,16,11,0,3,23,19,0,1,1,151,36,17,67.9
343,Solomon Bonnah,nl NED,DF,RB Leipzig,de Bundesliga,17,2003,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
344,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,34,1987,22.3,1,0,0,20,9,1,2,35,7,0,1,0,162,45,40,52.9
345,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,22,1999,22.3,4,0,0,25,6,2,2,44,22,0,1,0,201,84,52,61.8
346,Rafael Borré,co COL,FW,Eint Frankfurt,de Bundesliga,25,1995,26.4,5,0,0,47,29,17,29,6,27,0,0,0,114,61,147,29.3
347,Sven Botman,nl NED,DF,Lille,fr Ligue 1,21,2000,25,4,0,0,19,11,1,0,38,25,0,2,0,206,74,27,73.3
348,Denis Bouanga,ga GAB,FWMF,Saint-Étienne,fr Ligue 1,26,1994,27.1,4,1,0,55,51,4,60,13,30,0,0,0,198,70,86,44.9
349,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,21,1999,18,7,0,0,31,24,4,42,31,21,0,0,0,128,16,15,51.6
350,Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,31,1990,25,2,0,0,16,32,0,50,18,19,0,0,0,190,14,62,18.4
351,Sofiane Boufal,ma MAR,FWMF,Angers,fr Ligue 1,27,1993,25.9,6,0,0,49,82,14,52,9,33,2,0,0,122,12,47,20.3
352,Farid Boulaya,dz ALG,MFFW,Metz,fr Ligue 1,28,1993,17,1,1,0,7,19,1,38,21,9,0,0,0,116,11,20,35.5
353,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,30,1991,31,2,0,0,0,4,0,0,0,0,0,0,0,123,0,1,0
354,Ismaëlben Boura,fr FRA,DF,Lens,fr Ligue 1,20,2000,1.1,0,0,0,0,0,0,2,2,0,0,0,0,9,2,1,66.7
355,Mehdi Bourabia,ma MAR,MF,Spezia,it Serie A,29,1991,3.1,0,0,0,7,7,0,0,6,2,0,0,0,28,2,1,66.7
356,Benjamin Bourigeaud,fr FRA,FWMF,Rennes,fr Ligue 1,27,1994,35.5,2,0,0,31,11,4,125,49,19,0,0,0,199,20,46,30.3
357,Redwan Bourles,fr FRA,MFFW,Lorient,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
358,Edoardo Bove,it ITA,MFFW,Roma,it Serie A,19,2002,0.8,0,0,0,1,3,0,2,2,1,0,0,0,8,0,3,0
359,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,24,1996,33.1,6,0,0,26,51,13,57,38,26,2,0,0,194,40,78,33.9
360,Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,30,1990,21.1,1,1,0,11,5,3,2,23,12,1,0,0,164,67,28,70.5
361,Lucas Boyé,ar ARG,FW,Elche,es La Liga,25,1996,19,3,0,0,44,53,13,11,10,17,0,0,0,88,24,76,24
362,Domagoj Bradarić,hr CRO,DFMF,Lille,fr Ligue 1,21,1999,4.6,2,0,0,5,7,0,16,15,7,0,0,0,42,8,15,34.8
363,Bilal Brahimi,dz ALG,MFFW,Nice,fr Ligue 1,21,2000,4.2,1,0,0,6,10,2,24,2,1,0,0,0,31,2,1,66.7
364,Bilal Brahimi,dz ALG,FWDF,Angers,fr Ligue 1,21,2000,3.8,0,0,0,3,10,1,13,2,1,1,0,0,17,2,7,22.2
365,Martin Braithwaite,dk DEN,FW,Barcelona,es La Liga,30,1991,2.6,0,0,0,5,2,2,1,0,1,0,0,0,11,3,6,33.3
366,Julian Brandt,de GER,MFFW,Dortmund,de Bundesliga,25,1996,23.1,3,0,0,16,19,2,35,25,21,0,0,0,178,14,37,27.5
367,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,19,2002,4.3,0,1,0,2,4,0,0,8,2,0,0,0,37,13,6,68.4
